x,p,k,epsilon
706.576576577,0.20310328953,1.25725140664,0.00952402433358
708.648648649,0.204767590257,1.25708368912,0.00953067657998
710.720720721,0.205204736698,1.25328989253,0.00948577795853
712.792792793,0.206265776804,1.25180901561,0.00947409866215
714.864864865,0.207326816912,1.25032813868,0.00946241936557
716.936936937,0.208387857024,1.24884726173,0.00945074006873
719.009009009,0.210017409497,1.24917361473,0.00946432965095
721.081081081,0.211080775764,1.24761173475,0.00945091146174
723.153153153,0.211591076573,1.24445617729,0.00941503248605
725.225225225,0.212490458045,1.2428683479,0.00940158310383
727.297297297,0.213389839522,1.24128051849,0.00938813372131
729.369369369,0.214289221001,1.23969268908,0.00937468433861
731.441441441,0.215841774904,1.24036194945,0.00939263199978
733.513513514,0.21642343133,1.23760947794,0.00936213144267
735.585585586,0.216962760767,1.23501550923,0.00933407475794
737.657657658,0.217713211417,1.23334074518,0.00931912295026
739.72972973,0.218463662079,1.2316659811,0.00930417114216
741.801801802,0.219237773533,1.23008020269,0.00929045051517
743.873873874,0.220664978704,1.23095063916,0.00931071339804
745.945945946,0.220863445878,1.22719691709,0.00926589395847
748.018018018,0.221400860172,1.22509134201,0.00924454102959
750.09009009,0.222016056161,1.22334771731,0.00922833247585
752.162162162,0.222631252172,1.22160409258,0.0092121239216
754.234234234,0.223387783568,1.22043728115,0.00920385107298
756.306306306,0.224415717432,1.2203908125,0.00921081478734
758.378378378,0.224501571907,1.21659099283,0.00916516669901
760.45045045,0.224997039091,1.2147946652,0.00914792428779
762.522522523,0.225492506283,1.21299833755,0.00913068187643
764.594594595,0.225987973498,1.21120200988,0.00911343946465
766.666666667,0.226710286953,1.21039974183,0.00910979494702
768.738738739,0.227355882199,1.20931685811,0.00910187684588
770.810810811,0.227466707516,1.20605761995,0.00906364106741
772.882882883,0.227859365196,1.20422271331,0.00904556426488
774.954954955,0.228252022894,1.20238780664,0.00902748746208
777.027027027,0.228644680612,1.20055289995,0.00900941065897
779.099099099,0.229327781179,1.20006354222,0.00900963579285
781.171171171,0.229670903381,1.19810971718,0.00898924215408
783.243243243,0.229797029625,1.19531992171,0.00895738097009
785.315315315,0.230102989804,1.1934585095,0.00893864617884
787.387387387,0.230408950011,1.19159709727,0.00891991138719
789.459459459,0.230714910233,1.18973568503,0.00890117659534
791.531531532,0.231359201079,1.18951009037,0.00890457121777
793.603603604,0.231462711608,1.18683632158,0.00887388443967
795.675675676,0.231598179046,1.18444901748,0.00884744363775
797.747747748,0.231830846635,1.18257122866,0.00882820503106
799.81981982,0.232063514268,1.1806934398,0.00880896642383
801.891891892,0.232323320174,1.17895161075,0.00879155775645
803.963963964,0.232901960883,1.17880710973,0.00879564819578
806.036036036,0.23281477591,1.17555051106,0.00875663543985
808.108108108,0.232954228428,1.17350329454,0.00873474272492
810.18018018,0.233124122494,1.17161752377,0.00871513328889
812.252252252,0.233294016607,1.16973175296,0.00869552385227
814.324324324,0.23355231439,1.16830334611,0.00868204165884
816.396396396,0.233915043996,1.16746082305,0.00867617496821
818.468468468,0.233814269233,1.16441710121,0.00863992537794
820.540540541,0.233929727642,1.1625302668,0.00862005883727
822.612612613,0.234045186067,1.16064343238,0.00860019229642
824.684684685,0.234160644531,1.15875659793,0.00858032575511
826.756756757,0.23441178135,1.15759341025,0.00857011306939
828.828828829,0.234587470535,1.156127408,0.00855538296951
830.900900901,0.234507590044,1.15345074419,0.00852408114627
832.972972973,0.234575357271,1.15156853867,0.00850405437032
835.045045045,0.234643124527,1.14968633314,0.00848402759403
837.117117117,0.234710891813,1.14780412757,0.00846400081742
839.189189189,0.2349496817,1.14686112617,0.00845645627705
841.261261261,0.234972285879,1.14488916,0.00843452974309
843.333333333,0.234906268571,1.14252242392,0.00840739441269
845.405405405,0.234931876342,1.14064953076,0.00838728984571
847.477477477,0.234957484157,1.13877663757,0.00836718527826
849.54954955,0.234983091989,1.13690374437,0.00834708071062
851.621621622,0.235205020617,1.13613921481,0.00834165690932
853.693693694,0.235102997475,1.13376743397,0.00831402557051
855.765765766,0.235044647244,1.13165859901,0.00829035162109
857.837837838,0.235032685524,1.12979887009,0.00827023952304
859.90990991,0.235020723864,1.12793914113,0.00825012742437
861.981981982,0.235031944725,1.12621365429,0.00823178812149
864.054054054,0.235200441633,1.12540625711,0.00822554476135
866.126126126,0.235007222115,1.12277895117,0.00819421084655
868.198198198,0.234951249242,1.12088087698,0.00817336478627
870.27027027,0.234905566279,1.11903747606,0.00815330504004
872.342342342,0.234859883374,1.11719407508,0.00813324529322
874.414414414,0.234869768696,1.11567966686,0.00811751901009
876.486486486,0.234914869413,1.11444227292,0.00810519574856
878.558558559,0.23472621592,1.11203137242,0.00807673925667
880.630630631,0.234650100131,1.1102068918,0.00805678272905
882.702702703,0.234573984365,1.10838241115,0.0080368262012
884.774774775,0.234497868645,1.10655793047,0.0080168696729
886.846846847,0.234501865527,1.10521640141,0.00800326104264
888.918918919,0.234444806392,1.10363991133,0.00798611594676
890.990990991,0.23426553389,1.10145444523,0.00796071012002
893.063063063,0.234161853265,1.09965100091,0.00794089979118
895.135135135,0.234058172678,1.09784755656,0.00792108946197
897.207207207,0.233954492122,1.09604411218,0.00790127913244
899.279279279,0.233949035979,1.09484059153,0.00788934176639
901.351351351,0.233807624696,1.09300676423,0.00786849533746
903.423423423,0.233633278693,1.09100553546,0.00784559113026
905.495495495,0.233504565481,1.08922484493,0.00782596309659
907.567567568,0.233375852321,1.08744415435,0.00780633506239
909.63963964,0.233247139178,1.08566346376,0.00778670702803
911.711711712,0.233229534115,1.08456625469,0.0077760404779
913.783783784,0.233018663067,1.08254843051,0.00775248711512
915.855855856,0.232845690598,1.08069435381,0.00773159453711
917.927927928,0.232694200342,1.07893779942,0.00771217893812
920,0.232542710151,1.07718124496,0.00769276333846
922.072072072,0.232408218447,1.07552928202,0.00767471903587
924.144144144,0.232345246215,1.07433927172,0.0076626671414
926.216216216,0.232091600945,1.07226888492,0.0076382133947
928.288288288,0.231917212262,1.07052865952,0.00761889668555
930.36036036,0.23174496154,1.06879734023,0.00759971854804
932.432432432,0.231572710872,1.06706602088,0.00758054040996
934.504504504,0.231434505205,1.06554254806,0.00756409019747
936.576576577,0.231302465581,1.06414471512,0.00754903727649
938.648648649,0.231051914014,1.06221979239,0.00752656324576
940.720720721,0.23086069754,1.06051456628,0.00750764323324
942.792792793,0.230669481092,1.05880934013,0.00748872322046
944.864864865,0.230478264684,1.05710411395,0.00746980320725
946.936936937,0.230334046142,1.05568086294,0.00745459315534
949.009009009,0.230144178283,1.05413773476,0.00743737135586
951.081081081,0.229896117884,1.05233527265,0.00741659864095
953.153153153,0.229687520497,1.05065679194,0.00739795367332
955.225225225,0.229478923151,1.04897831119,0.00737930870528
957.297297297,0.229270325832,1.04729983041,0.00736066373696
959.369369369,0.229118335486,1.04595123926,0.0073463780659
961.441441441,0.228880062058,1.04431877629,0.00732772311489
963.513513514,0.228632293977,1.04261012248,0.00730828128364
965.585585586,0.228407729027,1.04095886218,0.00728992501665
967.657657658,0.228183164132,1.03930760182,0.00727156874912
969.72972973,0.227958610649,1.03765640504,0.00725321332769
971.801801802,0.227797544195,1.03635935775,0.00723957049833
973.873873874,0.227518779154,1.03468751353,0.00722013051817
975.945945946,0.227269585556,1.03304698566,0.00720169145012
978.018018018,0.22703034379,1.03142326312,0.00718363464881
980.09009009,0.226791102092,1.02979954052,0.00716557784682
982.162162162,0.226563650727,1.02823760244,0.00714835210447
984.234234234,0.226367673329,1.02687526318,0.00713370749288
986.306306306,0.226069067549,1.02524353964,0.00711464073778
988.378378378,0.225816337706,1.02364753346,0.00709689161859
990.45045045,0.225563607878,1.02205152727,0.00707914249924
992.522522523,0.225310878105,1.02045552102,0.00706139337935
994.594594595,0.225079125292,1.01896026501,0.00704502209956
996.666666667,0.224842964427,1.01754043957,0.00702937348477
998.738738739,0.224545318643,1.01598086383,0.00701136437458
1000.81081081,0.224280185379,1.01441265126,0.00699392902704
1002.88288288,0.224015052146,1.01284443867,0.00697649367921
1004.95495495,0.223749918954,1.01127622604,0.00695905833097
1007.02702703,0.223512806947,1.00982728961,0.00694329684625
1009.0990991,0.223242547843,1.00839243998,0.00692718257685
1011.17117117,0.222944593434,1.00688313367,0.00690995585446
1013.24324324,0.222668041149,1.00534271466,0.00689283857076
